incident_no,job_template_id
INC0004624,49
INC0004626,49
INC0004627,41
INC0004628,42
INC0004629,47
INC0004633,47
INC0004636,41
INC0004637,42
INC0004638,50
INC0004640,46
INC0004641,41
INC0004643,49
INC0004644,46
INC0004645,41
INC0004647,49
INC0004648,47
INC0004650,49
INC0004651,41
INC0004653,48
INC0004654,50
INC0004655,48
INC0004660,46
INC0004661,45
INC0004663,41
INC0004665,45
INC0004666,41
INC0004667,44
INC0004669,45
INC0004670,44
INC0004671,42
INC0004673,45
INC0004674,44
INC0004676,46
INC0004679,47
INC0004686,44
INC0004687,44
INC0004687,41
INC0004688,41
INC0004689,50
INC0004690,46
INC0004691,46
INC0004692,43
INC0004694,49
INC0004695,44
INC0004696,43
INC0004697,47
INC0004698,43
INC0004699,49
INC0004700,43
INC0004702,49
INC0004703,44
INC0004706,47
INC0004707,50
INC0004708,47
INC0004709,43
INC0004712,42
INC0004714,49
INC0004718,49
INC0004719,49
INC0004720,44
INC0004721,49
INC0004721,44
INC0004722,47
INC0004723,47
INC0004724,48
INC0004725,43
INC0004726,41
INC0004728,41
INC0004729,47
INC0004733,46
INC0004735,50
INC0004736,50
INC0004737,47
INC0004738,49
INC0004739,42
INC0004741,46
INC0004742,43
INC0004744,44
INC0004746,43
INC0004748,47
INC0004750,46
INC0004751,41
INC0004752,44
INC0004755,48
INC0004756,47
INC0004759,49
INC0004760,41
INC0004761,46
INC0004764,45
INC0004764,46
INC0004764,41
INC0004765,47
INC0004767,50
INC0004768,41
INC0004774,45
INC0004776,43
INC0004779,42
INC0004780,48
INC0004782,49
INC0004784,50
INC0004785,45
INC0004786,45
INC0004787,50
INC0004789,50
INC0004791,49
INC0004792,44
INC0004794,46
INC0004796,47
INC0004801,49
INC0004802,42
INC0004803,41
INC0004808,41
INC0004813,47
INC0004814,47
INC0004816,46
INC0004817,49
INC0004818,41
INC0004820,48
INC0004821,43
INC0004822,46
INC0004822,45
INC0004822,48
INC0004822,44
INC0004822,46
INC0004822,43
INC0004824,46
INC0004825,47
INC0004828,41
INC0004829,46
INC0004831,43
INC0004834,49
INC0004835,45
INC0004838,46
INC0004839,48
INC0004840,41
INC0004841,47
INC0004842,43
INC0004843,47
INC0004844,48
INC0004845,41
INC0004846,44
INC0004851,45
INC0004855,42
INC0004856,47
INC0004857,47
INC0004858,44
INC0004859,44
INC0004860,42
INC0004861,50
INC0004862,46
INC0004863,46
INC0004864,43
INC0004869,42
INC0004871,49
INC0004872,46
INC0004873,41
INC0004877,46
INC0004879,42
INC0004880,43
INC0004882,48
INC0004883,48
INC0004883,42
INC0004884,47
INC0004885,50
INC0004886,50
INC0004887,41
INC0004889,42
INC0004893,42
INC0004895,48
INC0004896,48
INC0004899,44
INC0004901,50
INC0004903,47
INC0004904,42
INC0004907,50
INC0004908,50
INC0004909,45
INC0004910,48
INC0004911,43
INC0004912,47
INC0004913,46
INC0004916,44
INC0004917,48
INC0004918,49
INC0004919,41
INC0004925,41
INC0004930,44
INC0004932,48
INC0004934,45
INC0004935,42
INC0004938,42
INC0004939,48
INC0004940,45
INC0004941,49
INC0004942,48
INC0004943,41
INC0004945,46
INC0004946,46
INC0004947,42
INC0004949,45
INC0004951,43
INC0004952,46
INC0004953,50
INC0004955,42
INC0004956,44
INC0004957,44
INC0004959,43
INC0004961,46
INC0004963,47
INC0004965,44
INC0004966,48
INC0004968,42
INC0004968,50
INC0004969,42
INC0004971,50
INC0004973,43
INC0004974,47
INC0004977,43
INC0004981,45
INC0004982,44
INC0004985,42
INC0004986,49
INC0004987,47
INC0004990,44
INC0004993,44
INC0004994,47
INC0004995,47
INC0004996,43
INC0004997,42
INC0004998,43
INC0005001,43
INC0005003,41
INC0005007,42
INC0005008,48
INC0005012,47
INC0005014,46
INC0005016,50
INC0005017,44
INC0005018,43
INC0005019,48
INC0005020,49
INC0005021,48
INC0005023,46
INC0005024,43
INC0005025,41
INC0005027,48
INC0005030,44
INC0005033,48
INC0005034,49
INC0005035,47
INC0005036,44
INC0005037,47
INC0005038,50
INC0005038,44
INC0005039,47
INC0005041,49
INC0005042,46
INC0005043,42
INC0005044,45
INC0005046,41
INC0005047,43
INC0005049,42
INC0005052,45
INC0005057,48
INC0005058,47
INC0005059,47
INC0005063,42
INC0005064,47
INC0005067,44
INC0005069,48
INC0005070,44
INC0005074,42
INC0005076,44
INC0005077,50
INC0005078,43
INC0005080,47
INC0005082,41
INC0005082,41
INC0005083,43
INC0005084,50
INC0005086,47
INC0005088,42
INC0005089,47
INC0005091,48
INC0005092,41
INC0005093,50
INC0005094,41
INC0005095,48
INC0005096,46
INC0005098,48
INC0005101,43
INC0005103,50
INC0005104,49
INC0005105,45
INC0005107,49
INC0005112,48
INC0005114,47
INC0005115,45
INC0005118,49
INC0005121,49
INC0005124,49
INC0005125,45
INC0005131,46
INC0005136,46
INC0005139,46
INC0005142,47
INC0005144,46
INC0005147,49
INC0005148,43
INC0005149,49
INC0005150,48
INC0005153,41
INC0005157,50
INC0005161,42
INC0005162,41
INC0005163,42
INC0005164,46
INC0005166,49
INC0005167,47
INC0005168,50
INC0005169,44
INC0005170,46
INC0005171,46
INC0005172,42
INC0005173,48
INC0005174,46
INC0005175,45
INC0005176,49
INC0005178,50
INC0005179,41
INC0005180,48
INC0005181,49
INC0005182,46
INC0005183,47
INC0005184,42
INC0005185,49
INC0005191,47
INC0005192,49
INC0005194,41
INC0005196,48
INC0005199,49
INC0005200,44
INC0005201,43
INC0005202,45
INC0005203,44
INC0005204,47
INC0005205,45
INC0005206,49
INC0005207,47
INC0005211,49
INC0005213,46
INC0005214,49
INC0005215,50
INC0005216,45
INC0005217,48
INC0005218,50
INC0005220,49
INC0005222,42
INC0005223,49
INC0005225,44
INC0005226,50
INC0005226,44
INC0005226,47
INC0005227,41
INC0005229,45
INC0005230,50
INC0005231,42
INC0005232,43
INC0005233,45
INC0005234,44
INC0005235,45
INC0005239,50
INC0005240,46
INC0005244,46
INC0005245,42
INC0005246,41
INC0005250,44
INC0005253,41
INC0005254,46
INC0005255,50
INC0005256,43
INC0005260,42
INC0005261,48
INC0005264,49
INC0005266,44
INC0005267,41
INC0005268,48
INC0005269,45
INC0005271,49
INC0005273,46
INC0005274,45
INC0005275,48
INC0005277,47
INC0005280,47
INC0005281,42
INC0005282,47
INC0005289,43
INC0005290,46
INC0005293,50
INC0005294,50
INC0005295,44
INC0005296,49
INC0005297,43
INC0005298,42
INC0005300,49
INC0005303,48
INC0005305,41
INC0005306,42
INC0005307,50
INC0005308,48
INC0005310,48
INC0005312,50
INC0005313,41
INC0005315,47
INC0005316,41
INC0005317,45
INC0005318,46
INC0005321,47
INC0005322,45
INC0005323,47
INC0005325,49
INC0005327,50
INC0005331,41
INC0005333,50
INC0005335,46
INC0005336,49
INC0005338,41
INC0005340,45
INC0005345,42
INC0005346,41
INC0005347,46
INC0005349,42
INC0005350,48
INC0005351,45
INC0005352,45
INC0005353,50
INC0005354,42
INC0005355,50
INC0005356,47
INC0005357,47
INC0005358,48
INC0005359,44
INC0005360,46
INC0005361,43
INC0005362,41
INC0005363,50
INC0005364,48
INC0005365,47
INC0005366,46
INC0005367,43
INC0005369,48
INC0005371,46
INC0005372,41
INC0005374,50
INC0005375,45
INC0005379,42
INC0005380,49
INC0005382,48
INC0005383,49
INC0005385,47
INC0005387,41
INC0005389,43
INC0005391,48
INC0005392,50
INC0005395,50
INC0005398,50
INC0005399,48
INC0005400,45
INC0005401,41
INC0005402,43
INC0005403,49
INC0005404,44
INC0005408,43
INC0005411,49
INC0005412,46
INC0005413,49
INC0005413,43
INC0005415,46
INC0005417,43
INC0005418,42
INC0005419,43
INC0005421,49
INC0005421,42
INC0005421,44
INC0005424,50
INC0005424,50
INC0005425,47
INC0005427,46
INC0005429,45
INC0005430,47
INC0005432,46
INC0005434,43
INC0005435,49
INC0005438,45
INC0005439,45
INC0005440,49
INC0005443,41
INC0005445,42
INC0005446,43
INC0005447,47
INC0005448,45
INC0005449,41
INC0005450,45
INC0005454,42
INC0005457,41
INC0005460,49
INC0005460,47
INC0005461,48
INC0005462,43
INC0005463,49
INC0005464,45
INC0005466,49
INC0005467,50
INC0005468,48
INC0005469,42
INC0005470,48
INC0005474,44
INC0005475,43
INC0005476,45
INC0005477,44
INC0005478,44
INC0005479,44
INC0005480,48
INC0005480,50
INC0005484,48
INC0005486,49
INC0005487,42
INC0005488,47
INC0005489,49
INC0005492,45
INC0005499,43
INC0005500,44
INC0005501,44
INC0005503,47
INC0005504,43
INC0005505,50
INC0005507,49
INC0005508,41
INC0005510,50
INC0005511,49
INC0005512,44
INC0005513,50
INC0005514,50
INC0005515,46
INC0005516,44
INC0005518,44
INC0005519,41
INC0005522,44
INC0005523,42
INC0005525,47
INC0005528,46
INC0005530,42
INC0005531,48
INC0005535,42
INC0005538,45
INC0005539,41
INC0005540,42
INC0005543,49
INC0005545,45
INC0005546,46
INC0005547,42
INC0005548,48
INC0005549,50
INC0005552,45
INC0005554,47
INC0005556,48
INC0005558,47
INC0005559,45
INC0005564,42
INC0005565,45
INC0005566,47
INC0005567,44
INC0005568,48
INC0005569,43
INC0005570,44
INC0005571,42
INC0005573,44
INC0005575,44
INC0005576,46
INC0005577,49
INC0005579,47
INC0005579,49
INC0005579,45
INC0005580,50
INC0005582,41
INC0005585,49
INC0005588,46
INC0005589,47
INC0005590,44
INC0005591,43
INC0005595,42
INC0005598,44
INC0005600,42
INC0005600,46
INC0005600,49
INC0005601,41
INC0005602,42
INC0005603,48
INC0005605,47
INC0005606,42
INC0005607,47
INC0005608,48
INC0005612,49
INC0005615,41
INC0005618,45
INC0005619,41
INC0005620,42
INC0005621,44
INC0005622,50
INC0005623,43
INC0005625,48
INC0005626,45
INC0005627,47
INC0005628,47
INC0005631,42
INC0005633,42
INC0005634,43
INC0005642,47
INC0005643,41
INC0005644,45
INC0005645,48
INC0005647,47
INC0005649,43
INC0005680,47
INC0005690,45
INC0005693,47
INC0005694,42
INC0005695,50
INC0005695,44
INC0005696,44
INC0005697,45
INC0005698,46
INC0005699,41
INC0005700,46
INC0005702,45
INC0005703,48
INC0005705,43
INC0005706,49
INC0005708,44
INC0005713,50
INC0005714,46
INC0005715,42
INC0005716,49
INC0005717,49
INC0005718,50
INC0005720,48
INC0005721,50
INC0005723,50
INC0005724,50
INC0005725,47
INC0005727,44
INC0005728,47
INC0005731,47
INC0005732,43
INC0005733,49
INC0005735,43
INC0005736,49
INC0005737,50
INC0005739,49
INC0005740,47
INC0005741,44
INC0005742,48
INC0005743,49
INC0005744,46
INC0005745,47
INC0005746,49
INC0005749,46
INC0005751,48
INC0005752,41
INC0005752,42
INC0005752,41
INC0005754,43
INC0005756,41
INC0005757,44
INC0005759,41
INC0005760,42
INC0005762,45
INC0005765,48
INC0005766,44
INC0005767,44
INC0005768,46
INC0005769,49
INC0005771,49
INC0005772,49
INC0005773,50
INC0005775,45
INC0005776,46
INC0005777,44
INC0005778,42
INC0005779,48
INC0005781,46
INC0005782,45
INC0005783,44
INC0005784,43
INC0005785,46
INC0005786,50
INC0005789,42
INC0005789,44
INC0005790,43
INC0005791,47
INC0005792,47
INC0005794,47
INC0005796,49
INC0005797,43
INC0005798,50
INC0005798,44
INC0005799,48
INC0005801,48
INC0005802,47
INC0005803,50
INC0005805,44
INC0005806,47
INC0005808,44
INC0005809,48
INC0005810,49
INC0005811,41
INC0005812,50
INC0005814,43
INC0005815,49
INC0005816,47
INC0005818,43
INC0005819,43
INC0005821,43
INC0005830,44
INC0005831,49
INC0005833,48
INC0005834,41
INC0005835,49
INC0005836,48
INC0005837,48
INC0005842,47
INC0005843,49
INC0005845,42
INC0005848,41
INC0005849,46
INC0005851,45
INC0005853,45
INC0005854,46
INC0005855,50
INC0005856,42
INC0005860,49
INC0005861,44
INC0005863,48
INC0005864,47
INC0005867,46
INC0005873,46
INC0005874,44
INC0005875,44
INC0005876,48
INC0005878,49
INC0005879,47
INC0005880,43
INC0005882,48
INC0005883,43
INC0005884,50
INC0005886,49
INC0005891,50
INC0005894,48
INC0005895,45
INC0005897,48
INC0005898,45
INC0005899,44
INC0005900,50
INC0005901,48
INC0005902,45
INC0005903,44
INC0005905,41
INC0005906,42
INC0005907,45
INC0005908,46
INC0005910,46
INC0005911,49
INC0005915,41
INC0005916,49
INC0005917,50
INC0005918,50
INC0005922,41
INC0005923,50
INC0005925,49
INC0005926,44
INC0005927,44
INC0005927,46
INC0005927,48
INC0005928,43
INC0005929,46
INC0005930,49
INC0005931,46
INC0005933,43
INC0005935,43
INC0005936,42
INC0005938,43
INC0005939,49
INC0005943,50
INC0005944,50
INC0005945,43
INC0005946,42
INC0005948,46
INC0005949,47
INC0005951,41
INC0005952,45
INC0005952,49
INC0005953,45
INC0005954,43
INC0005955,44
INC0005958,48
INC0005959,42
INC0005965,49
INC0005970,41
INC0005972,45
INC0005976,47
INC0005977,42
INC0005979,46
INC0005985,44
INC0005986,41
INC0005987,47
INC0005988,43
INC0005990,44
INC0005993,42
INC0005994,50
INC0005998,47
INC0005999,49
INC0006001,47
INC0006003,41
INC0006011,47
INC0006013,50
INC0006014,43
INC0006017,48
INC0006022,47
INC0006023,50
INC0006025,44
INC0006028,49
INC0006030,42
INC0006032,49
INC0006033,48
INC0006035,49
INC0006038,42
INC0006039,43
INC0006043,43
INC0006045,49
INC0006048,49
INC0006049,46
INC0006050,44
INC0006051,41
INC0006054,41
INC0006056,49
INC0006057,45
INC0006059,46
INC0006063,44
INC0006064,43
INC0006065,47
INC0006066,49
INC0006067,43
INC0006072,50
INC0006073,43
INC0006074,48
INC0006075,42
INC0006076,48
INC0006077,41
INC0006078,45
INC0006079,49
INC0006080,50
INC0006082,46
INC0006082,41
INC0006084,45
INC0006085,43
INC0006092,41
INC0006093,43
INC0006094,46
INC0006095,41
INC0006096,50
INC0006099,43
INC0006099,45
INC0006100,41
INC0006101,44
INC0006102,41
INC0006103,43
INC0006104,44
INC0006107,50
INC0006108,48
INC0006109,43
INC0006111,46
INC0006114,43
INC0006116,42
INC0006117,43
INC0006121,44
INC0006121,41
INC0006122,49
INC0006124,44
INC0006125,44
INC0006126,48
INC0006127,47
INC0006128,46
INC0006129,48
INC0006130,44
INC0006132,50
INC0006133,48
INC0006134,42
INC0006136,47
INC0006138,44
INC0006139,43
INC0006140,43
INC0006141,42
INC0006142,45
INC0006144,43
INC0006145,50
INC0006148,47
INC0006150,42
INC0006152,43
INC0006153,41
INC0006154,44
INC0006154,48
INC0006155,46
INC0006160,47
INC0006163,45
INC0006164,48
INC0006165,50
INC0006166,46
INC0006167,43
INC0006170,42
INC0006171,44
INC0006172,49
INC0006174,41
INC0006175,42
INC0006176,48
INC0006178,47
INC0006180,49
INC0006182,49
INC0006183,41
INC0006186,46
INC0006187,42
INC0006188,48
INC0006191,46
INC0006193,49
INC0006194,49
INC0006195,47
INC0006196,46
INC0006197,48
INC0006198,49
INC0006199,49
INC0006200,44
INC0006202,41
INC0006203,46
INC0006204,50
INC0006205,49
INC0006206,42
INC0006210,42
INC0006215,43
INC0006216,44
INC0006217,42
INC0006220,45
INC0006221,45
INC0006223,42
INC0006224,41
INC0006225,47
INC0006226,48
INC0006228,49
INC0006229,47
INC0006230,45
INC0006233,45
INC0006235,43
INC0006238,49
INC0006239,50
INC0006244,42
INC0006245,42
INC0006246,46
INC0006248,49
INC0006249,46
INC0006252,46
INC0006253,41
INC0006255,50
INC0006257,42
INC0006259,41
INC0006261,48
INC0006265,48
INC0006266,44
INC0006268,46
INC0006269,50
INC0006270,49
INC0006273,42
INC0006275,48
INC0006278,45
INC0006279,46
INC0006280,42
INC0006281,43
INC0006282,43
INC0006283,47
INC0006284,42
INC0006285,42
INC0006286,44
INC0006287,45
INC0006288,45
INC0006291,48
INC0006294,50
INC0006295,46
INC0006300,41
INC0006301,47
INC0006303,44
INC0006305,47
INC0006305,50
INC0006309,41
INC0006317,48
INC0006320,47
INC0006322,44
INC0006325,45
INC0006325,49
INC0006327,46
INC0006328,44
INC0006330,46
INC0006331,50
INC0006335,49
INC0006337,43
INC0006338,43
INC0006340,47
INC0006341,45
INC0006342,50
INC0006347,44
INC0006348,44
INC0006349,49
INC0006350,46
INC0006352,45
INC0006354,46
INC0006359,41
INC0006360,48
INC0006362,45
INC0006364,48
INC0006365,47
INC0006371,45
INC0006373,45
INC0006373,50
INC0006375,44
INC0006376,47
INC0006377,49
INC0006378,49
INC0006379,43
INC0006380,47
INC0006381,43
INC0006382,48
INC0006383,44
INC0006384,41
INC0006385,43
INC0006387,42
INC0006388,47
INC0006389,49
INC0006390,43
INC0006392,44
INC0006393,49
INC0006394,45
INC0006395,43
INC0006397,41
INC0006398,50
INC0006399,47
INC0006400,41
INC0006401,48
INC0006402,47
INC0006403,42
INC0006407,41
INC0006408,50
INC0006412,46
INC0006413,49
INC0006415,49
INC0006416,46
INC0006417,46
INC0006419,49
INC0006420,42
INC0006421,49
INC0006422,47
INC0006423,50
INC0006424,42
INC0006425,42
INC0006426,47
INC0006429,44
INC0006430,49
INC0006431,43
INC0006432,44
INC0006433,47
INC0006434,47
INC0006435,41
INC0006436,47
INC0006437,49
INC0006438,44
INC0006440,48
INC0006441,46
INC0006442,47
INC0006443,48
INC0006444,50
INC0006445,48
INC0006446,49
INC0006447,45
INC0006448,41
INC0006450,42
INC0006451,42
INC0006452,41
INC0006454,50
INC0006455,48
INC0006456,50
INC0006457,41
INC0006458,42
INC0006459,41
INC0006460,41
INC0006460,45
INC0006461,41
INC0006463,49
INC0006464,49
INC0006465,46
INC0006466,42
INC0006467,48
INC0006468,47
INC0006469,48
INC0006470,49
INC0006471,46
INC0006472,48
INC0006473,47
INC0006474,45
INC0006476,41
INC0006478,48
INC0006479,43
INC0006480,43
INC0006481,45
INC0006482,45
INC0006483,41
INC0006484,41
INC0006485,47
INC0006486,48
INC0006487,42
INC0006488,45
INC0006489,43
INC0006490,43
INC0006491,43
INC0006492,49
INC0006493,50
INC0006494,43
INC0006495,44
INC0006496,41
INC0006497,46
INC0006499,47
INC0006501,41
INC0006501,41
INC0006502,49
INC0006503,41
INC0006504,49
INC0006506,45
INC0006508,43
INC0006509,41
INC0006510,49
INC0006511,43
INC0006513,42
INC0006514,42
INC0006515,43
INC0006516,41
INC0006517,50
INC0006518,41
INC0006519,50
INC0006520,44
INC0006521,45
INC0006522,44
INC0006525,47
INC0006526,41
INC0006527,46
INC0006528,49
INC0006529,45
INC0006530,47
INC0006531,49
INC0006532,49
INC0006534,50
INC0006536,44
INC0006537,41
INC0006539,42
INC0006539,48
INC0006540,46
INC0006542,43
INC0006543,50
INC0006544,47
INC0006545,48
INC0006548,50
INC0006549,46
INC0006550,42
INC0006551,49
INC0006552,43
INC0006553,43
INC0006554,43
INC0006555,43
INC0006556,47
INC0006557,50
INC0006558,41
INC0006559,41
INC0006561,41
INC0006562,45
INC0006564,41
INC0006566,41
INC0006567,50
INC0006568,47
INC0006569,41
INC0006570,49
INC0006571,44
INC0006572,47
INC0006573,41
INC0006574,45
INC0006575,44
INC0006576,43
INC0006577,45
INC0006578,45
INC0006579,49
INC0006580,41
INC0006581,43
INC0006582,49
INC0006583,50
INC0006584,43
INC0006585,42
INC0006586,45
INC0006587,42
INC0006588,45
INC0006590,49
INC0006591,42
INC0006592,45
INC0006593,50
INC0006595,41
INC0006602,42
INC0006603,41
INC0006605,50
INC0006606,48
INC0006607,49
INC0006609,48
INC0006610,46
INC0006611,42
INC0006612,45
INC0006614,46
INC0006615,46
INC0006617,43
INC0006619,50
INC0006622,45
INC0006623,42
INC0006625,45
INC0006627,44
INC0006629,49
INC0006630,45
INC0006630,43
INC0006631,45
INC0006632,46
INC0006633,48
INC0006634,44
INC0006635,47
INC0006636,46
INC0006637,42
INC0006637,45
INC0006640,48
INC0006641,47
INC0006642,44
INC0006643,43
INC0006646,49
INC0006647,43
INC0006647,45
INC0006648,48
INC0006650,50
INC0006651,47
INC0006652,49
INC0006654,49
INC0006655,41
INC0006656,47
INC0006657,50
INC0006658,41
INC0006660,43
INC0006661,48
INC0006663,49
INC0006663,45
INC0006665,47
INC0006668,45
INC0006669,49
INC0006670,50
INC0006671,50
INC0006672,48
INC0006673,45
INC0006674,46
INC0006675,45
INC0006676,42
INC0006677,49
INC0006678,50
INC0006679,43
INC0006680,50
INC0006682,49
INC0006683,42
INC0006684,44
INC0006685,44
INC0006686,48
INC0006687,45
INC0006689,47
INC0006690,49
INC0006691,48
INC0006692,49
INC0006693,41
INC0006695,47
INC0006697,49
INC0006699,50
INC0006700,44
INC0006701,44
INC0006702,50
INC0006703,48
INC0006704,41
INC0006706,50
INC0006707,46
INC0006708,49
INC0006709,50
INC0006711,50
INC0006716,45
INC0006717,46
INC0006718,48
INC0006719,44
INC0006720,48
INC0006722,45
INC0006724,43
INC0006725,45
INC0006730,46
INC0006731,47
INC0006732,43
INC0006734,46
INC0006735,49
INC0006736,43
INC0006739,41
INC0006742,41
INC0006743,48
INC0006744,50
INC0006745,47
INC0006747,50
INC0006749,41
INC0006751,43
INC0006753,42
INC0006756,42
INC0006757,44
INC0006758,44
INC0006759,45
INC0006760,42
INC0006761,46
INC0006762,48
INC0006763,46
INC0006764,45
INC0006765,49
INC0006767,41
INC0006768,41
INC0006769,42
INC0006770,42
INC0006771,49
INC0006772,49
INC0006773,42
INC0006774,42
INC0006775,48
INC0006776,48
INC0006777,47
INC0006778,50
INC0006779,41
INC0006780,46
INC0006781,43
INC0006782,45
INC0006783,49
INC0006785,44
INC0006787,47
INC0006788,44
INC0006789,42
INC0006790,43
INC0006791,41
INC0006794,46
INC0006796,47
INC0006797,42
INC0006798,43
INC0006799,44
INC0006801,47
INC0006802,50
INC0006804,45
INC0006805,44
INC0006806,46
INC0006807,43
INC0006807,43
INC0006809,47
INC0006810,48
INC0006811,41
INC0006812,44
INC0006815,41
INC0006816,50
INC0006817,50
INC0006818,49
INC0006819,42
INC0006820,41
INC0006821,44
INC0006822,46
INC0006823,42
INC0006825,47
INC0006826,43
INC0006827,44
INC0006828,43
INC0006829,47
INC0006831,46
INC0006832,41
INC0006833,48
INC0006834,43
INC0006835,41
INC0006836,46
INC0006837,50
INC0006838,48
INC0006839,46
INC0006840,49
INC0006841,45
INC0006842,48
INC0006843,48
INC0006844,43
INC0006846,42
INC0006847,48
INC0006848,50
INC0006849,47
INC0006850,47
INC0006851,47
INC0006852,44
INC0006854,47
INC0006855,50
INC0006856,49
INC0006858,47
INC0006859,46
INC0006860,44
INC0006862,49
INC0006863,46
INC0006866,49
INC0006867,45
INC0006868,48
INC0006869,44
INC0006870,50
INC0006870,43
INC0006871,50
INC0006872,48
INC0006874,43
INC0006875,43
INC0006876,43
INC0006877,50
INC0006878,50
INC0006879,41
INC0006882,41
INC0006883,46
INC0006884,46
INC0006885,45
INC0006886,42
INC0006887,41
INC0006888,48
INC0006889,45
INC0006891,43
INC0006892,46
INC0006893,49
INC0006893,50
INC0006894,47
INC0006895,42
INC0006896,42
INC0006898,49
INC0006899,43
INC0006901,50
INC0006902,47
INC0006903,41
INC0006904,45
INC0006905,50
INC0006906,50
INC0006907,49
INC0006908,42
INC0006909,45
INC0006911,43
INC0006912,46
INC0006913,48
INC0006913,47
INC0006914,47
INC0006916,49
INC0006917,47
INC0006919,45
INC0006921,44
INC0006923,46
INC0006924,49
INC0006925,42
INC0006928,44
INC0006930,50
INC0006931,48
INC0006932,45
INC0006934,48
INC0006936,50
INC0006937,48
INC0006939,44
INC0006941,50
INC0006942,50
INC0006943,46
INC0006944,48
INC0006946,47
INC0006947,47
INC0006948,48
INC0006949,42
INC0006950,45
INC0006951,49
INC0006952,46
INC0006957,41
INC0006958,46
INC0006959,49
INC0006962,47
INC0006963,44
INC0006965,41
INC0006968,49
INC0006969,47
INC0006970,44
INC0006971,50
INC0006972,43
INC0006973,41
INC0006974,41
INC0006975,44
INC0006976,48
INC0006977,44
INC0006978,48
INC0006979,48
INC0006980,49
INC0006981,48
INC0006982,46
INC0006983,45
INC0006986,45
INC0006988,41
INC0006989,44
INC0006990,48
INC0006992,47
INC0006993,41
INC0006994,42
INC0006995,46
INC0006996,41
INC0006997,50
INC0006998,47
INC0006999,45
INC0007000,45
INC0007001,43
INC0007002,41
INC0007003,47
INC0007004,43
INC0007005,41
INC0007006,44
INC0007007,42
INC0007008,45
INC0007009,42
INC0007010,50
INC0007011,45
INC0007012,47
INC0007015,44
INC0007016,47
INC0007016,45
INC0007018,50
INC0007019,42
INC0007020,43
INC0007021,47
INC0007022,46
INC0007024,45
INC0007025,48
INC0007026,45
INC0007027,48
INC0007028,50
INC0007029,48
INC0007030,42
INC0007031,47
INC0007034,41
INC0007035,49
INC0007037,44
INC0007037,44
INC0007040,49
INC0007042,47
INC0007043,47
INC0007045,50
INC0007046,42
INC0007047,42
INC0007048,44
INC0007049,42
INC0007050,44
INC0007051,41
INC0007052,43
INC0007053,48
INC0007054,48
INC0007055,44
INC0007056,41
INC0007058,44
INC0007059,42
INC0007062,49
INC0007063,48
INC0007064,41
INC0007066,46
INC0007067,44
INC0007067,43
INC0007067,50
INC0007068,41
INC0007069,44
INC0007070,49
INC0007071,46
INC0007072,43
INC0007074,50
INC0007075,50
INC0007076,50
INC0007077,41
INC0007078,50
INC0007080,43
INC0007081,45
INC0007082,46
INC0007082,44
INC0007084,45
INC0007086,44
INC0007087,42
INC0007088,41
INC0007089,43
INC0007090,44
INC0007091,48
INC0007093,42
INC0007095,41
INC0007097,49
INC0007098,46
INC0007099,44
INC0007100,48
INC0007101,43
INC0007102,46
INC0007103,46
INC0007104,47
INC0007105,46
INC0007106,43
INC0007107,47
INC0007108,47
INC0007111,50
INC0007113,41
INC0007114,41
INC0007115,47
INC0007116,43
INC0007117,45
INC0007118,43
INC0007119,49
INC0007120,45
INC0007124,48
INC0007125,44
INC0007126,50
INC0007127,44
INC0007128,46
INC0007129,43
INC0007130,44
INC0007131,44
INC0007132,50
INC0007133,50
INC0007134,50
INC0007135,46
INC0007136,41
INC0007137,44
INC0007138,45
INC0007140,50
INC0007141,45
INC0007143,43
INC0007145,42
INC0007148,42
INC0007149,49
INC0007150,44
INC0007152,46
INC0007153,41
INC0007154,42
INC0007155,49
INC0007156,46
INC0007157,46
INC0007157,48
INC0007159,45
INC0007160,41
INC0007162,46
INC0007163,43
INC0007164,45
INC0007165,48
INC0007169,50
INC0007170,47
INC0007171,48
INC0007173,41
INC0007174,48
INC0007175,50
INC0007176,46
INC0007178,45
INC0007179,47
INC0007183,47
INC0007184,50
INC0007185,49
INC0007186,50
INC0007187,44
INC0007191,48
INC0007193,45
INC0007195,45
INC0007196,46
INC0007197,46
INC0007198,49
INC0007201,45
INC0007204,50
INC0007206,47
INC0007207,47
INC0007207,49
INC0007208,48
INC0007220,50
INC0007221,43
INC0007223,49
INC0007223,42
INC0007224,47
INC0007225,46
INC0007226,50
INC0007226,45
INC0007228,49
INC0007229,44
INC0007229,41
INC0007229,48
INC0007229,45
INC0007229,41
INC0007229,42
INC0007229,44
INC0007229,45
INC0007229,41
INC0007229,41
INC0007229,46
INC0007229,43
INC0007230,44
INC0007232,43
INC0007232,42
INC0007233,45
INC0007234,46
INC0007235,44
INC0007236,42
INC0007237,48
INC0007238,42
INC0007239,41
INC0007240,49
INC0007244,45
INC0007247,43
INC0007248,44
INC0007249,47
INC0007250,44
INC0007252,42
INC0007253,44
INC0007254,48
INC0007255,44
INC0007256,50
INC0007257,42
INC0007258,43
INC0007261,41
INC0007262,46
INC0007262,49
INC0007267,46
INC0007269,41
INC0007271,42
INC0007273,45
INC0007274,47
INC0007277,46
INC0007280,43
INC0007283,48
INC0007285,48
INC0007286,46
INC0007287,48
INC0007289,48
INC0007290,42
INC0007291,49
INC0007292,41
INC0007294,41
INC0007295,49
